nm, %R
1200.000000, 44.290660
1190.000000, 43.103771
1180.000000, 41.675714
1170.000000, 40.104634
1160.000000, 38.292244
1150.000000, 36.287398
1140.000000, 34.109964
1130.000000, 31.774304
1120.000000, 29.283584
1110.000000, 26.705798
1100.000000, 24.073986
1090.000000, 21.436430
1080.000000, 18.840097
1070.000000, 16.407778
1060.000000, 14.222804
1050.000000, 12.335128
1040.000000, 10.839553
1030.000000, 9.776723
1020.000000, 9.193771
1010.000000, 9.083155
1000.000000, 9.426150
990.000000, 10.182391
980.000000, 11.296996
970.000000, 12.711713
960.000000, 14.355234
950.000000, 16.108190
940.000000, 17.938761
930.000000, 19.719009
920.000000, 21.460393
910.000000, 23.066830
900.000000, 24.468257
890.000000, 25.639829
880.000000, 26.517579
870.000000, 27.036284
860.000000, 27.276108
850.000000, 27.008154
840.000000, 26.606630
830.000000, 25.916775
820.000000, 24.923315
810.000000, 23.621425
800.000000, 21.810462
790.000000, 19.662130
780.000000, 17.294646
770.000000, 15.048164
760.000000, 13.465605
750.000000, 12.588988
740.000000, 12.191485
730.000000, 12.104113
720.000000, 12.198335
710.000000, 12.389592
700.000000, 12.686181
690.000000, 13.105816
680.000000, 13.537970
670.000000, 13.968153
660.000000, 14.359858
650.000000, 14.664748
640.000000, 14.848155
630.000000, 14.844354
620.000000, 14.694370
610.000000, 14.507599
600.000000, 14.314409
590.000000, 14.220679
580.000000, 14.281536
570.000000, 14.433912
560.000000, 14.635398
550.000000, 14.910106
540.000000, 15.137557
530.000000, 15.360554
520.000000, 15.540880
510.000000, 15.678867
500.000000, 15.681718
490.000000, 15.420585
480.000000, 15.079560
470.000000, 14.798958
460.000000, 14.696003
450.000000, 14.700040
440.000000, 14.899661
430.000000, 15.154649
420.000000, 15.448618
410.000000, 15.816235
400.000000, 16.061932
390.000000, 16.239987
380.000000, 16.270162
370.000000, 16.105263
360.000000, 15.651606
350.000000, 14.980198
340.000000, 14.141717
330.000000, 13.326461
320.000000, 12.720407
310.000000, 12.569642
300.000000, 16.281361
