nm, %R
1200.000000, 47.417785
1190.000000, 47.002891
1180.000000, 46.381133
1170.000000, 45.619089
1160.000000, 44.642705
1150.000000, 43.526898
1140.000000, 42.203623
1130.000000, 40.679637
1120.000000, 38.956304
1110.000000, 37.050543
1100.000000, 34.926594
1090.000000, 32.645732
1080.000000, 30.146043
1070.000000, 27.514131
1060.000000, 24.800527
1050.000000, 22.030990
1040.000000, 19.304620
1030.000000, 16.710055
1020.000000, 14.324427
1010.000000, 12.241377
1000.000000, 10.530616
990.000000, 9.299293
980.000000, 8.557443
970.000000, 8.372398
960.000000, 8.711095
950.000000, 9.522808
940.000000, 10.771228
930.000000, 12.347900
920.000000, 14.219088
910.000000, 16.220452
900.000000, 18.342298
890.000000, 20.434403
880.000000, 22.457686
870.000000, 24.365225
860.000000, 25.994797
850.000000, 26.259384
840.000000, 27.278035
830.000000, 28.172764
820.000000, 28.747717
810.000000, 28.924850
800.000000, 28.504894
790.000000, 27.341128
780.000000, 25.173271
770.000000, 21.745544
760.000000, 17.840307
750.000000, 15.200462
740.000000, 14.348900
730.000000, 14.183846
720.000000, 14.133389
710.000000, 14.056574
700.000000, 14.077034
690.000000, 14.221368
680.000000, 14.492645
670.000000, 14.893802
660.000000, 15.446088
650.000000, 16.046676
640.000000, 16.633335
630.000000, 17.124005
620.000000, 17.433749
610.000000, 17.570160
600.000000, 17.490230
590.000000, 17.310728
580.000000, 17.150935
570.000000, 17.102954
560.000000, 17.192365
550.000000, 17.445612
540.000000, 17.696664
530.000000, 17.988543
520.000000, 18.190146
510.000000, 18.342734
500.000000, 18.530076
490.000000, 18.539738
480.000000, 18.371536
470.000000, 18.205781
460.000000, 18.007644
450.000000, 17.858574
440.000000, 17.803633
430.000000, 17.908485
420.000000, 18.231168
410.000000, 18.718188
400.000000, 19.213884
390.000000, 19.722841
380.000000, 20.051949
370.000000, 20.177532
360.000000, 19.930428
350.000000, 19.346690
340.000000, 18.476779
330.000000, 17.301314
320.000000, 16.014998
310.000000, 14.823851
300.000000, 14.783042
