nm, %R
1200.000000, 36.078881
1190.000000, 35.795997
1180.000000, 35.436890
1170.000000, 35.021999
1160.000000, 34.542643
1150.000000, 33.987541
1140.000000, 33.390841
1130.000000, 32.734536
1120.000000, 32.036428
1110.000000, 31.300015
1100.000000, 30.529363
1090.000000, 29.717349
1080.000000, 28.862936
1070.000000, 28.015955
1060.000000, 27.162566
1050.000000, 26.305234
1040.000000, 25.469212
1030.000000, 24.675934
1020.000000, 23.915966
1010.000000, 23.222097
1000.000000, 22.575483
990.000000, 22.012481
980.000000, 21.517330
970.000000, 21.115903
960.000000, 20.813143
950.000000, 20.585802
940.000000, 20.444488
930.000000, 20.375956
920.000000, 20.405433
910.000000, 20.477429
900.000000, 20.615422
890.000000, 20.803510
880.000000, 21.020283
870.000000, 21.234019
860.000000, 21.563872
850.000000, 21.399485
840.000000, 21.629859
830.000000, 21.796081
820.000000, 22.000119
810.000000, 22.215455
800.000000, 22.358783
790.000000, 22.399366
780.000000, 22.265460
770.000000, 21.919635
760.000000, 20.951500
750.000000, 19.596462
740.000000, 18.392871
730.000000, 17.732265
720.000000, 17.445178
710.000000, 17.213343
700.000000, 17.125407
690.000000, 17.062171
680.000000, 17.077740
670.000000, 17.084654
660.000000, 17.110999
650.000000, 17.161850
640.000000, 17.294467
630.000000, 17.404680
620.000000, 17.505813
610.000000, 17.646887
600.000000, 17.791317
590.000000, 17.998533
580.000000, 18.215719
570.000000, 18.415056
560.000000, 18.643102
550.000000, 18.872423
540.000000, 19.119399
530.000000, 19.410451
520.000000, 19.717027
510.000000, 20.023357
500.000000, 20.353954
490.000000, 20.321838
480.000000, 20.148857
470.000000, 19.970038
460.000000, 19.747666
450.000000, 19.500208
440.000000, 19.372301
430.000000, 19.478844
420.000000, 19.855859
410.000000, 20.322826
400.000000, 20.923295
390.000000, 21.577961
380.000000, 22.047116
370.000000, 22.123780
360.000000, 21.745251
350.000000, 21.085103
340.000000, 20.029048
330.000000, 18.728233
320.000000, 17.307175
310.000000, 15.899271
300.000000, 14.258541
