nm, %R
1200.000000, 33.148575
1190.000000, 32.068069
1180.000000, 30.863159
1170.000000, 29.675223
1160.000000, 28.442752
1150.000000, 27.202219
1140.000000, 25.967825
1130.000000, 24.750754
1120.000000, 23.570453
1110.000000, 22.458457
1100.000000, 21.421469
1090.000000, 20.482687
1080.000000, 19.654403
1070.000000, 18.976128
1060.000000, 18.464566
1050.000000, 18.107118
1040.000000, 17.951323
1030.000000, 17.974555
1020.000000, 18.174865
1010.000000, 18.536751
1000.000000, 19.040826
990.000000, 19.662945
980.000000, 20.334684
970.000000, 21.093893
960.000000, 21.847385
950.000000, 22.568985
940.000000, 23.233404
930.000000, 23.787010
920.000000, 24.275404
910.000000, 24.602915
900.000000, 24.794847
890.000000, 24.851131
880.000000, 24.718202
870.000000, 24.456986
860.000000, 24.094814
850.000000, 23.651818
840.000000, 23.000626
830.000000, 22.398917
820.000000, 21.682973
810.000000, 21.007100
800.000000, 20.293444
790.000000, 19.606310
780.000000, 18.840042
770.000000, 18.256169
760.000000, 17.604145
750.000000, 16.830681
740.000000, 16.039527
730.000000, 15.572962
720.000000, 15.416363
710.000000, 15.398670
700.000000, 15.461125
690.000000, 15.612650
680.000000, 15.786571
670.000000, 15.935719
660.000000, 16.059339
650.000000, 16.182569
640.000000, 16.254824
630.000000, 16.296791
620.000000, 16.297112
610.000000, 16.346008
600.000000, 16.396016
590.000000, 16.567952
580.000000, 16.779751
570.000000, 17.004363
560.000000, 17.300122
550.000000, 17.587298
540.000000, 17.853544
530.000000, 18.132777
520.000000, 18.444002
510.000000, 18.747098
500.000000, 19.042098
490.000000, 18.979650
480.000000, 18.725556
470.000000, 18.455962
460.000000, 18.245118
450.000000, 18.057107
440.000000, 18.025807
430.000000, 18.219328
420.000000, 18.617614
410.000000, 19.108883
400.000000, 19.657971
390.000000, 20.209505
380.000000, 20.522738
370.000000, 20.580987
360.000000, 20.250483
350.000000, 19.593313
340.000000, 18.755354
330.000000, 17.613494
320.000000, 16.408519
310.000000, 15.513758
300.000000, 18.206757
