nm, %R
1200.000000, 42.241230
1190.000000, 42.819960
1180.000000, 43.523494
1170.000000, 44.348124
1160.000000, 45.320711
1150.000000, 46.422266
1140.000000, 47.700114
1130.000000, 49.130297
1120.000000, 50.732617
1110.000000, 52.487785
1100.000000, 54.386933
1090.000000, 56.443556
1080.000000, 58.663660
1070.000000, 61.006217
1060.000000, 63.388757
1050.000000, 65.764060
1040.000000, 68.158657
1030.000000, 70.403617
1020.000000, 72.462422
1010.000000, 74.271587
1000.000000, 75.737013
990.000000, 76.835244
980.000000, 77.499869
970.000000, 77.754425
960.000000, 77.537976
950.000000, 76.957839
940.000000, 76.029924
930.000000, 74.794255
920.000000, 73.372190
910.000000, 71.803710
900.000000, 70.204427
890.000000, 68.689194
880.000000, 67.145871
870.000000, 65.792217
860.000000, 64.654585
850.000000, 64.344757
840.000000, 63.490770
830.000000, 62.903143
820.000000, 62.716293
810.000000, 62.804505
800.000000, 63.044180
790.000000, 62.951260
780.000000, 62.236137
770.000000, 59.796113
760.000000, 53.699857
750.000000, 43.509420
740.000000, 33.245263
730.000000, 26.899770
720.000000, 23.919266
710.000000, 22.142831
700.000000, 20.740922
690.000000, 19.400989
680.000000, 17.976405
670.000000, 16.557082
660.000000, 15.030640
650.000000, 13.526664
640.000000, 12.047784
630.000000, 10.633521
620.000000, 9.247331
610.000000, 7.900839
600.000000, 6.592861
590.000000, 5.364173
580.000000, 4.252490
570.000000, 3.222307
560.000000, 2.333676
550.000000, 1.591282
540.000000, 1.038825
530.000000, 0.633599
520.000000, 0.370845
510.000000, 0.201790
500.000000, 0.117951
490.000000, 0.061701
480.000000, 0.035759
470.000000, 0.014906
460.000000, 0.023721
450.000000, 0.023643
440.000000, 0.016310
430.000000, 0.009722
420.000000, 0.019488
410.000000, 0.006279
400.000000, 0.018962
390.000000, 0.002379
380.000000, 0.010312
370.000000, 0.011674
360.000000, 0.015046
350.000000, 0.000457
340.000000, 0.006088
330.000000, 0.016396
320.000000, 0.010835
310.000000, 0.085549
300.000000, 2.056495
