nm, %R
1200.000000, 34.468850
1190.000000, 33.834317
1180.000000, 33.072727
1170.000000, 32.308340
1160.000000, 31.488556
1150.000000, 30.633010
1140.000000, 29.757455
1130.000000, 28.863003
1120.000000, 27.966879
1110.000000, 27.109579
1100.000000, 26.241604
1090.000000, 25.397589
1080.000000, 24.564245
1070.000000, 23.802033
1060.000000, 23.094304
1050.000000, 22.441198
1040.000000, 21.869228
1030.000000, 21.387697
1020.000000, 20.978244
1010.000000, 20.671983
1000.000000, 20.438440
990.000000, 20.319101
980.000000, 20.259814
970.000000, 20.288146
960.000000, 20.390941
950.000000, 20.535914
940.000000, 20.724207
930.000000, 20.952695
920.000000, 21.215107
910.000000, 21.460176
900.000000, 21.708134
890.000000, 21.929539
880.000000, 22.095373
870.000000, 22.278007
860.000000, 22.428557
850.000000, 22.224538
840.000000, 22.210498
830.000000, 22.129725
820.000000, 22.023748
810.000000, 21.958036
800.000000, 21.761207
790.000000, 21.452883
780.000000, 21.001502
770.000000, 20.409243
760.000000, 19.495522
750.000000, 18.239849
740.000000, 16.959686
730.000000, 16.178842
720.000000, 15.896063
710.000000, 15.762184
700.000000, 15.748590
690.000000, 15.757817
680.000000, 15.791483
670.000000, 15.855757
660.000000, 15.928857
650.000000, 16.053358
640.000000, 16.195045
630.000000, 16.285986
620.000000, 16.433223
610.000000, 16.596244
600.000000, 16.750950
590.000000, 16.968487
580.000000, 17.152596
570.000000, 17.337720
560.000000, 17.571567
550.000000, 17.828766
540.000000, 18.080050
530.000000, 18.397584
520.000000, 18.669699
510.000000, 18.978860
500.000000, 19.265088
490.000000, 19.226975
480.000000, 18.966906
470.000000, 18.663604
460.000000, 18.427737
450.000000, 18.206528
440.000000, 18.156891
430.000000, 18.329481
420.000000, 18.690780
410.000000, 19.204725
400.000000, 19.774017
390.000000, 20.342007
380.000000, 20.697507
370.000000, 20.726547
360.000000, 20.401310
350.000000, 19.731056
340.000000, 18.739211
330.000000, 17.586417
320.000000, 16.277346
310.000000, 15.112001
300.000000, 14.635636
