nm, %R
1200.000000, 45.246168
1190.000000, 46.532703
1180.000000, 47.979205
1170.000000, 49.536170
1160.000000, 51.233758
1150.000000, 53.059768
1140.000000, 54.995728
1130.000000, 57.042070
1120.000000, 59.175324
1110.000000, 61.331874
1100.000000, 63.458305
1090.000000, 65.537546
1080.000000, 67.513984
1070.000000, 69.317467
1060.000000, 70.889207
1050.000000, 72.132919
1040.000000, 73.073729
1030.000000, 73.638099
1020.000000, 73.822822
1010.000000, 73.679673
1000.000000, 73.177440
990.000000, 72.459315
980.000000, 71.486479
970.000000, 70.375987
960.000000, 69.150064
950.000000, 67.918333
940.000000, 66.683447
930.000000, 65.537902
920.000000, 64.511538
910.000000, 63.636342
900.000000, 62.976107
890.000000, 62.602558
880.000000, 62.297894
870.000000, 62.396065
860.000000, 62.812532
850.000000, 62.915309
840.000000, 63.548529
830.000000, 64.499939
820.000000, 65.724120
810.000000, 67.066035
800.000000, 67.809212
790.000000, 67.228180
780.000000, 64.853440
770.000000, 60.666816
760.000000, 54.191142
750.000000, 46.414229
740.000000, 39.133770
730.000000, 33.522921
720.000000, 29.624284
710.000000, 26.956946
700.000000, 24.906291
690.000000, 23.148527
680.000000, 21.476538
670.000000, 19.859180
660.000000, 18.181980
650.000000, 16.524905
640.000000, 14.881569
630.000000, 13.270095
620.000000, 11.670832
610.000000, 10.080510
600.000000, 8.509961
590.000000, 7.007125
580.000000, 5.622384
570.000000, 4.364235
560.000000, 3.256729
550.000000, 2.314552
540.000000, 1.607185
530.000000, 1.062371
520.000000, 0.674739
510.000000, 0.421963
500.000000, 0.271758
490.000000, 0.178575
480.000000, 0.139903
470.000000, 0.110707
460.000000, 0.101687
450.000000, 0.101092
440.000000, 0.084150
430.000000, 0.076213
420.000000, 0.074557
410.000000, 0.077267
400.000000, 0.073927
390.000000, 0.067132
380.000000, 0.073694
370.000000, 0.060972
360.000000, 0.065806
350.000000, 0.062478
340.000000, 0.064478
330.000000, 0.062492
320.000000, 0.035670
310.000000, -0.018212
300.000000, -0.687899
