nm, %R
1200.000000, 61.484797
1190.000000, 62.581263
1180.000000, 63.544593
1170.000000, 64.394836
1160.000000, 65.083421
1150.000000, 65.596895
1140.000000, 65.909695
1130.000000, 66.066540
1120.000000, 66.067710
1110.000000, 65.898902
1100.000000, 65.562619
1090.000000, 65.118338
1080.000000, 64.557898
1070.000000, 63.942914
1060.000000, 63.337909
1050.000000, 62.651778
1040.000000, 62.033389
1030.000000, 61.447844
1020.000000, 60.963519
1010.000000, 60.599054
1000.000000, 60.338953
990.000000, 60.229154
980.000000, 60.252709
970.000000, 60.482850
960.000000, 60.845674
950.000000, 61.346475
940.000000, 62.011944
930.000000, 62.759150
920.000000, 63.639183
910.000000, 64.568943
900.000000, 65.501130
890.000000, 66.453794
880.000000, 67.338958
870.000000, 68.092283
860.000000, 68.793854
850.000000, 68.911170
840.000000, 69.305736
830.000000, 69.288244
820.000000, 69.125446
810.000000, 68.886336
800.000000, 67.982907
790.000000, 66.066449
780.000000, 62.819464
770.000000, 57.884606
760.000000, 51.000003
750.000000, 41.747141
740.000000, 30.969211
730.000000, 22.063328
720.000000, 17.130284
710.000000, 15.001644
700.000000, 13.884563
690.000000, 13.053247
680.000000, 12.160459
670.000000, 11.230625
660.000000, 10.223920
650.000000, 9.212360
640.000000, 8.206029
630.000000, 7.200843
620.000000, 6.219088
610.000000, 5.264988
600.000000, 4.312187
590.000000, 3.450994
580.000000, 2.679481
570.000000, 1.976981
560.000000, 1.409836
550.000000, 0.943176
540.000000, 0.597154
530.000000, 0.352552
520.000000, 0.194576
510.000000, 0.100546
500.000000, 0.047809
490.000000, 0.018101
480.000000, 0.014443
470.000000, -0.001482
460.000000, 0.012122
450.000000, 0.014951
440.000000, 0.003123
430.000000, 0.001562
420.000000, -0.002871
410.000000, 0.000872
400.000000, 0.005505
390.000000, 0.004317
380.000000, -0.003378
370.000000, -0.003861
360.000000, 0.002629
350.000000, -0.005846
340.000000, 0.008486
330.000000, 0.012929
320.000000, -0.003452
310.000000, 0.043218
300.000000, 0.816774
