nm, %R
1200.000000, 51.218303
1190.000000, 51.639976
1180.000000, 52.085947
1170.000000, 52.562201
1160.000000, 53.076508
1150.000000, 53.613339
1140.000000, 54.195335
1130.000000, 54.798650
1120.000000, 55.439127
1110.000000, 56.112720
1100.000000, 56.799529
1090.000000, 57.517580
1080.000000, 58.290226
1070.000000, 59.067946
1060.000000, 59.872008
1050.000000, 60.611795
1040.000000, 61.431861
1030.000000, 62.216240
1020.000000, 62.989632
1010.000000, 63.757184
1000.000000, 64.510615
990.000000, 65.216015
980.000000, 65.881375
970.000000, 66.527675
960.000000, 67.113024
950.000000, 67.627420
940.000000, 68.067274
930.000000, 68.425659
920.000000, 68.760485
910.000000, 69.019376
900.000000, 69.225000
890.000000, 69.342926
880.000000, 69.345974
870.000000, 69.368866
860.000000, 69.467027
850.000000, 68.910769
840.000000, 68.965748
830.000000, 68.956924
820.000000, 68.900727
810.000000, 68.899850
800.000000, 68.793483
790.000000, 68.095237
780.000000, 66.766033
770.000000, 63.529381
760.000000, 56.395952
750.000000, 43.933723
740.000000, 30.427748
730.000000, 22.037568
720.000000, 18.549732
710.000000, 17.149048
700.000000, 16.347225
690.000000, 15.594010
680.000000, 14.734524
670.000000, 13.788175
660.000000, 12.728737
650.000000, 11.614788
640.000000, 10.451077
630.000000, 9.325038
620.000000, 8.172040
610.000000, 7.035998
600.000000, 5.900185
590.000000, 4.820048
580.000000, 3.833324
570.000000, 2.919104
560.000000, 2.145692
550.000000, 1.489317
540.000000, 0.984641
530.000000, 0.595881
520.000000, 0.359076
510.000000, 0.196998
500.000000, 0.098147
490.000000, 0.049778
480.000000, 0.032279
470.000000, -0.000349
460.000000, 0.006802
450.000000, 0.011822
440.000000, 0.004945
430.000000, -0.006250
420.000000, -0.000609
410.000000, 0.002529
400.000000, 0.003758
390.000000, 0.005550
380.000000, -0.000267
370.000000, 0.002514
360.000000, 0.004985
350.000000, -0.001461
340.000000, -0.003321
330.000000, 0.010212
320.000000, -0.000767
310.000000, -0.040757
300.000000, -0.628279
