nm, %R
1200.000000, 34.662272
1190.000000, 34.480319
1180.000000, 34.218988
1170.000000, 33.914097
1160.000000, 33.556931
1150.000000, 33.152716
1140.000000, 32.696427
1130.000000, 32.209450
1120.000000, 31.672491
1110.000000, 31.107171
1100.000000, 30.501550
1090.000000, 29.869712
1080.000000, 29.196766
1070.000000, 28.506493
1060.000000, 27.821176
1050.000000, 27.089228
1040.000000, 26.374007
1030.000000, 25.675173
1020.000000, 24.979724
1010.000000, 24.315108
1000.000000, 23.682150
990.000000, 23.091183
980.000000, 22.537590
970.000000, 22.057602
960.000000, 21.636915
950.000000, 21.271972
940.000000, 21.028571
930.000000, 20.822401
920.000000, 20.713838
910.000000, 20.663498
900.000000, 20.684858
890.000000, 20.745509
880.000000, 20.905463
870.000000, 21.082597
860.000000, 21.319530
850.000000, 21.042565
840.000000, 21.223459
830.000000, 21.509653
820.000000, 21.726534
810.000000, 22.012255
800.000000, 22.283189
790.000000, 22.413546
780.000000, 22.359135
770.000000, 22.115331
760.000000, 21.259504
750.000000, 20.002967
740.000000, 18.907080
730.000000, 18.223748
720.000000, 17.925815
710.000000, 17.680804
700.000000, 17.572223
690.000000, 17.472675
680.000000, 17.453354
670.000000, 17.441324
660.000000, 17.452022
650.000000, 17.494207
640.000000, 17.601887
630.000000, 17.710539
620.000000, 17.829969
610.000000, 17.994428
600.000000, 18.155590
590.000000, 18.375995
580.000000, 18.581571
570.000000, 18.807498
560.000000, 19.045550
550.000000, 19.297655
540.000000, 19.550163
530.000000, 19.870306
520.000000, 20.146192
510.000000, 20.475554
500.000000, 20.823402
490.000000, 20.836504
480.000000, 20.708555
470.000000, 20.507971
460.000000, 20.248167
450.000000, 19.973332
440.000000, 19.835128
430.000000, 19.967807
420.000000, 20.312948
410.000000, 20.821136
400.000000, 21.454854
390.000000, 22.127440
380.000000, 22.602001
370.000000, 22.741221
360.000000, 22.405937
350.000000, 21.729152
340.000000, 20.697812
330.000000, 19.378637
320.000000, 17.898991
310.000000, 16.429598
300.000000, 14.825083
