nm, %R
1200.000000, 51.302088
1190.000000, 52.441701
1180.000000, 53.636604
1170.000000, 54.816063
1160.000000, 56.025830
1150.000000, 57.223075
1140.000000, 58.427582
1130.000000, 59.614455
1120.000000, 60.772464
1110.000000, 61.892873
1100.000000, 62.936886
1090.000000, 63.892979
1080.000000, 64.769180
1070.000000, 65.552015
1060.000000, 66.196048
1050.000000, 66.660292
1040.000000, 67.035453
1030.000000, 67.220486
1020.000000, 67.266902
1010.000000, 67.178561
1000.000000, 66.981061
990.000000, 66.674506
980.000000, 66.296120
970.000000, 65.899181
960.000000, 65.466472
950.000000, 65.064294
940.000000, 64.675236
930.000000, 64.362340
920.000000, 64.154215
910.000000, 64.001179
900.000000, 64.001365
890.000000, 64.135706
880.000000, 64.288496
870.000000, 64.622101
860.000000, 65.095035
850.000000, 65.085096
840.000000, 65.622825
830.000000, 66.276464
820.000000, 66.832043
810.000000, 67.539116
800.000000, 68.159782
790.000000, 68.000236
780.000000, 66.972350
770.000000, 64.292555
760.000000, 58.479549
750.000000, 48.403603
740.000000, 34.941713
730.000000, 23.621328
720.000000, 17.759051
710.000000, 15.479422
700.000000, 14.462146
690.000000, 13.666040
680.000000, 12.802338
670.000000, 11.893050
660.000000, 10.894961
650.000000, 9.865272
640.000000, 8.832356
630.000000, 7.815262
620.000000, 6.792025
610.000000, 5.781940
600.000000, 4.791484
590.000000, 3.855199
580.000000, 3.008539
570.000000, 2.236045
560.000000, 1.597995
550.000000, 1.077616
540.000000, 0.687722
530.000000, 0.405287
520.000000, 0.236769
510.000000, 0.107865
500.000000, 0.059150
490.000000, 0.024367
480.000000, 0.012442
470.000000, -0.007322
460.000000, -0.000174
450.000000, 0.010344
440.000000, -0.004077
430.000000, -0.001128
420.000000, -0.005481
410.000000, -0.008721
400.000000, 0.004806
390.000000, -0.001762
380.000000, 0.001600
370.000000, -0.002963
360.000000, 0.000091
350.000000, -0.001827
340.000000, -0.003321
330.000000, 0.006652
320.000000, -0.007575
310.000000, -0.060052
300.000000, -1.067958
