nm, %R
1200.000000, 47.045281
1190.000000, 46.460830
1180.000000, 45.676314
1170.000000, 44.731900
1160.000000, 43.583950
1150.000000, 42.253599
1140.000000, 40.738975
1130.000000, 39.013220
1120.000000, 37.089331
1110.000000, 34.980169
1100.000000, 32.680125
1090.000000, 30.239256
1080.000000, 27.617379
1070.000000, 24.923302
1060.000000, 22.218237
1050.000000, 19.532486
1040.000000, 16.972426
1030.000000, 14.660042
1020.000000, 12.644227
1010.000000, 11.034087
1000.000000, 9.865094
990.000000, 9.210490
980.000000, 9.065435
970.000000, 9.431662
960.000000, 10.292056
950.000000, 11.523456
940.000000, 13.082825
930.000000, 14.849810
920.000000, 16.813797
910.000000, 18.803683
900.000000, 20.736288
890.000000, 22.618635
880.000000, 24.334737
870.000000, 25.826757
860.000000, 27.073312
850.000000, 27.097444
840.000000, 27.708467
830.000000, 28.128032
820.000000, 28.146698
810.000000, 27.792240
800.000000, 26.876891
790.000000, 25.269472
780.000000, 22.724766
770.000000, 19.437576
760.000000, 16.257602
750.000000, 14.392740
740.000000, 14.031211
730.000000, 14.095380
720.000000, 14.221280
710.000000, 14.283739
700.000000, 14.468307
690.000000, 14.733145
680.000000, 15.100056
670.000000, 15.538938
660.000000, 16.008914
650.000000, 16.503818
640.000000, 16.940929
630.000000, 17.219858
620.000000, 17.315851
610.000000, 17.279118
600.000000, 17.147164
590.000000, 17.007727
580.000000, 16.952365
570.000000, 17.018173
560.000000, 17.205649
550.000000, 17.506808
540.000000, 17.766815
530.000000, 18.052453
520.000000, 18.240447
510.000000, 18.399019
500.000000, 18.539062
490.000000, 18.611534
480.000000, 18.521444
470.000000, 18.345080
460.000000, 18.122936
450.000000, 17.928547
440.000000, 17.821764
430.000000, 17.903364
420.000000, 18.200110
410.000000, 18.650601
400.000000, 19.215894
390.000000, 19.763191
380.000000, 20.158623
370.000000, 20.297410
360.000000, 20.093582
350.000000, 19.508822
340.000000, 18.632394
330.000000, 17.483169
320.000000, 16.165925
310.000000, 14.718908
300.000000, 10.457626
