nm, %R
1200.000000, 43.557447
1190.000000, 44.000477
1180.000000, 44.555882
1170.000000, 45.200835
1160.000000, 45.967561
1150.000000, 46.866289
1140.000000, 47.884921
1130.000000, 49.044019
1120.000000, 50.370368
1110.000000, 51.815972
1100.000000, 53.396723
1090.000000, 55.124759
1080.000000, 57.010482
1070.000000, 59.020002
1060.000000, 61.122921
1050.000000, 63.212410
1040.000000, 65.392149
1030.000000, 67.483248
1020.000000, 69.467402
1010.000000, 71.260492
1000.000000, 72.823405
990.000000, 74.145570
980.000000, 75.056978
970.000000, 75.624394
960.000000, 75.828625
950.000000, 75.644972
940.000000, 75.129467
930.000000, 74.330232
920.000000, 73.329848
910.000000, 72.113273
900.000000, 70.826163
890.000000, 69.531196
880.000000, 68.165625
870.000000, 66.994685
860.000000, 65.877716
850.000000, 65.659300
840.000000, 64.821001
830.000000, 64.105770
820.000000, 63.748506
810.000000, 63.716112
800.000000, 63.714251
790.000000, 63.169540
780.000000, 61.888400
770.000000, 58.829183
760.000000, 52.470934
750.000000, 42.739729
740.000000, 33.080892
730.000000, 27.011710
720.000000, 23.851029
710.000000, 21.862371
700.000000, 19.991153
690.000000, 18.025855
680.000000, 16.209751
670.000000, 14.791970
660.000000, 13.452284
650.000000, 12.181270
640.000000, 10.919735
630.000000, 9.637606
620.000000, 8.382131
610.000000, 7.192418
600.000000, 6.051776
590.000000, 4.973602
580.000000, 4.008297
570.000000, 3.146790
560.000000, 2.388559
550.000000, 1.749380
540.000000, 1.247270
530.000000, 0.866625
520.000000, 0.608660
510.000000, 0.436775
500.000000, 0.334660
490.000000, 0.278132
480.000000, 0.249180
470.000000, 0.223681
460.000000, 0.221427
450.000000, 0.226348
440.000000, 0.215408
430.000000, 0.205464
420.000000, 0.197138
410.000000, 0.184969
400.000000, 0.187352
390.000000, 0.181574
380.000000, 0.178680
370.000000, 0.173307
360.000000, 0.172038
350.000000, 0.162588
340.000000, 0.158935
330.000000, 0.148407
320.000000, 0.097709
310.000000, 0.051290
300.000000, 0.179281
