nm, %R
1200.000000, 45.305327
1190.000000, 46.213522
1180.000000, 47.188605
1170.000000, 48.217445
1160.000000, 49.327942
1150.000000, 50.481667
1140.000000, 51.681223
1130.000000, 52.942778
1120.000000, 54.239044
1110.000000, 55.553314
1100.000000, 56.874633
1090.000000, 58.161733
1080.000000, 59.456109
1070.000000, 60.684043
1060.000000, 61.843462
1050.000000, 62.825616
1040.000000, 63.703309
1030.000000, 64.422986
1020.000000, 64.967213
1010.000000, 65.306483
1000.000000, 65.482490
990.000000, 65.514401
980.000000, 65.337449
970.000000, 65.082112
960.000000, 64.702976
950.000000, 64.244581
940.000000, 63.744085
930.000000, 63.230593
920.000000, 62.730974
910.000000, 62.253474
900.000000, 61.864011
890.000000, 61.554007
880.000000, 61.236087
870.000000, 61.191412
860.000000, 61.229199
850.000000, 61.239510
840.000000, 61.316336
830.000000, 61.686567
820.000000, 61.992868
810.000000, 62.070930
800.000000, 61.555785
790.000000, 59.641560
780.000000, 56.521116
770.000000, 52.331321
760.000000, 46.809753
750.000000, 40.482794
740.000000, 34.705872
730.000000, 30.180077
720.000000, 26.930882
710.000000, 24.556966
700.000000, 22.750179
690.000000, 21.158710
680.000000, 19.641723
670.000000, 18.180426
660.000000, 16.652057
650.000000, 15.193916
640.000000, 13.750039
630.000000, 12.376046
620.000000, 11.013720
610.000000, 9.712829
600.000000, 8.423387
590.000000, 7.203154
580.000000, 6.097223
570.000000, 5.081905
560.000000, 4.200756
550.000000, 3.422461
540.000000, 2.854892
530.000000, 2.429624
520.000000, 2.164832
510.000000, 2.088035
500.000000, 2.073564
490.000000, 1.942139
480.000000, 1.827870
470.000000, 1.844716
460.000000, 1.852349
450.000000, 1.817915
440.000000, 1.771844
430.000000, 1.740147
420.000000, 1.713603
410.000000, 1.688271
400.000000, 1.647369
390.000000, 1.608440
380.000000, 1.585449
370.000000, 1.592360
360.000000, 1.611968
350.000000, 1.603958
340.000000, 1.568781
330.000000, 1.416800
320.000000, 1.020049
310.000000, 0.544601
300.000000, 1.279962
