nm, %R
1200.000000, 43.665858
1190.000000, 43.407483
1180.000000, 42.969594
1170.000000, 42.415300
1160.000000, 41.701384
1150.000000, 40.848935
1140.000000, 39.816160
1130.000000, 38.621166
1120.000000, 37.256053
1110.000000, 35.704575
1100.000000, 33.968597
1090.000000, 32.084729
1080.000000, 29.996594
1070.000000, 27.780993
1060.000000, 25.468730
1050.000000, 23.070586
1040.000000, 20.677673
1030.000000, 18.361020
1020.000000, 16.191563
1010.000000, 14.246872
1000.000000, 12.579173
990.000000, 11.284938
980.000000, 10.404190
970.000000, 9.968405
960.000000, 9.971485
950.000000, 10.417578
940.000000, 11.228975
930.000000, 12.345868
920.000000, 13.761915
910.000000, 15.310707
900.000000, 16.951080
890.000000, 18.579130
880.000000, 20.202584
870.000000, 21.763912
860.000000, 23.102483
850.000000, 23.368771
840.000000, 24.212374
830.000000, 25.009153
820.000000, 25.431263
810.000000, 25.591921
800.000000, 25.339976
790.000000, 24.418399
780.000000, 22.668198
770.000000, 19.963172
760.000000, 16.830837
750.000000, 14.510276
740.000000, 13.585856
730.000000, 13.317058
720.000000, 13.191600
710.000000, 13.139133
700.000000, 13.169796
690.000000, 13.314118
680.000000, 13.607767
670.000000, 13.945850
660.000000, 14.245318
650.000000, 14.520437
640.000000, 14.711108
630.000000, 14.810456
620.000000, 14.830830
610.000000, 14.812330
600.000000, 14.671787
590.000000, 14.503928
580.000000, 14.391396
570.000000, 14.382431
560.000000, 14.548616
550.000000, 14.765627
540.000000, 14.997605
530.000000, 15.259276
520.000000, 15.436269
510.000000, 15.636609
500.000000, 15.762765
490.000000, 15.731351
480.000000, 15.598192
470.000000, 15.392419
460.000000, 15.238800
450.000000, 15.116229
440.000000, 15.122183
430.000000, 15.297440
420.000000, 15.605650
410.000000, 16.012978
400.000000, 16.451055
390.000000, 16.822239
380.000000, 17.065420
370.000000, 17.138191
360.000000, 16.943972
350.000000, 16.479296
340.000000, 15.713726
330.000000, 14.767996
320.000000, 13.799043
310.000000, 12.932513
300.000000, 13.974211
