nm, %R
1200.000000, 34.849279
1190.000000, 34.773939
1180.000000, 34.670611
1170.000000, 34.494189
1160.000000, 34.264306
1150.000000, 33.983121
1140.000000, 33.639725
1130.000000, 33.252017
1120.000000, 32.804459
1110.000000, 32.328170
1100.000000, 31.797420
1090.000000, 31.226296
1080.000000, 30.599992
1070.000000, 29.953108
1060.000000, 29.286473
1050.000000, 28.575639
1040.000000, 27.870499
1030.000000, 27.155713
1020.000000, 26.445033
1010.000000, 25.757766
1000.000000, 25.073896
990.000000, 24.435381
980.000000, 23.815939
970.000000, 23.265860
960.000000, 22.729270
950.000000, 22.272968
940.000000, 21.868529
930.000000, 21.529522
920.000000, 21.263848
910.000000, 21.039980
900.000000, 20.918838
890.000000, 20.825207
880.000000, 20.800374
870.000000, 20.881514
860.000000, 21.046014
850.000000, 20.753977
840.000000, 20.834043
830.000000, 21.071795
820.000000, 21.301047
810.000000, 21.637416
800.000000, 21.949254
790.000000, 22.129856
780.000000, 22.215571
770.000000, 21.997914
760.000000, 21.324997
750.000000, 20.232162
740.000000, 19.222743
730.000000, 18.534907
720.000000, 18.183873
710.000000, 17.968938
700.000000, 17.858061
690.000000, 17.794877
680.000000, 17.718068
670.000000, 17.689161
660.000000, 17.685608
650.000000, 17.684336
640.000000, 17.753031
630.000000, 17.812057
620.000000, 17.892360
610.000000, 18.012564
600.000000, 18.182993
590.000000, 18.383685
580.000000, 18.623348
570.000000, 18.854959
560.000000, 19.115116
550.000000, 19.369328
540.000000, 19.629039
530.000000, 19.926183
520.000000, 20.174437
510.000000, 20.539419
500.000000, 20.894853
490.000000, 20.891330
480.000000, 20.782856
470.000000, 20.565591
460.000000, 20.296133
450.000000, 20.070773
440.000000, 19.900193
430.000000, 20.025271
420.000000, 20.364886
410.000000, 20.919333
400.000000, 21.498896
390.000000, 22.150875
380.000000, 22.628492
370.000000, 22.745441
360.000000, 22.421980
350.000000, 21.689145
340.000000, 20.694952
330.000000, 19.337882
320.000000, 17.860924
310.000000, 16.519774
300.000000, 16.546841
